ticker,scan_date,entry_date,exit_date,hold_days,entry,exit,return_pct,spy_ret,alpha,rs,score,year
VRT,2023-08-16,2023-08-17,2023-09-19,21,32.88,37.93,15.37,1.78,13.59,99,8,2023
VRT,2023-08-16,2023-08-17,2023-11-16,63,32.88,42.69,29.86,3.51,26.35,99,8,2023
CLS,2023-08-16,2023-08-17,2023-08-29,7,20.83,22.94,10.13,2.9,7.23,99,8,2023
CLS,2023-08-16,2023-08-17,2023-09-19,21,20.83,22.68,8.88,1.78,7.1,99,8,2023
CLS,2023-08-16,2023-08-17,2023-11-16,63,20.83,27.5,32.02,3.51,28.51,99,8,2023
DKNG,2023-08-16,2023-08-17,2023-08-29,7,26.37,28.89,9.56,2.9,6.66,99,7,2023
DKNG,2023-08-16,2023-08-17,2023-09-19,21,26.37,30.09,14.11,1.78,12.33,99,7,2023
DKNG,2023-08-16,2023-08-17,2023-11-16,63,26.37,37.31,41.49,3.51,37.98,99,7,2023
MSTR,2023-08-16,2023-08-17,2023-08-29,7,34.68,38.15,10.01,2.9,7.11,99,6,2023
MSTR,2023-08-16,2023-08-17,2023-09-19,21,34.68,33.93,-2.17,1.78,-3.95,99,6,2023
MSTR,2023-08-16,2023-08-17,2023-11-16,63,34.68,48.91,41.03,3.51,37.52,99,6,2023
FRPT,2023-08-16,2023-08-17,2023-08-29,7,79.16,74.75,-5.57,2.9,-8.47,84,7,2023
FRPT,2023-08-16,2023-08-17,2023-09-19,21,79.16,72.46,-8.46,1.78,-10.24,84,7,2023
FRPT,2023-08-16,2023-08-17,2023-11-16,63,79.16,68.92,-12.94,3.51,-16.45,84,7,2023
NVDA,2023-09-06,2023-09-07,2023-09-19,7,46.15,43.44,-5.88,-0.28,-5.6,99,8,2023
NVDA,2023-09-06,2023-09-07,2023-10-09,21,46.15,45.19,-2.09,-2.63,0.53,99,8,2023
NVDA,2023-09-06,2023-09-07,2023-12-07,63,46.15,46.51,0.78,3.22,-2.44,99,8,2023
AMZN,2023-09-06,2023-09-07,2023-09-19,7,137.85,137.63,-0.16,-0.28,0.12,78,8,2023
AMZN,2023-09-06,2023-09-07,2023-10-09,21,137.85,128.26,-6.96,-2.63,-4.33,78,8,2023
AMZN,2023-09-06,2023-09-07,2023-12-07,63,137.85,146.88,6.55,3.22,3.33,78,8,2023
GOOGL,2023-09-06,2023-09-07,2023-09-19,7,134.07,136.83,2.06,-0.28,2.34,75,8,2023
GOOGL,2023-09-06,2023-09-07,2023-10-09,21,134.07,137.2,2.34,-2.63,4.96,75,8,2023
GOOGL,2023-09-06,2023-09-07,2023-12-07,63,134.07,135.73,1.23,3.22,-1.98,75,8,2023
META,2023-09-06,2023-09-07,2023-09-19,7,296.34,302.69,2.14,-0.28,2.42,96,7,2023
META,2023-09-06,2023-09-07,2023-10-09,21,296.34,315.88,6.59,-2.63,9.22,96,7,2023
META,2023-09-06,2023-09-07,2023-12-07,63,296.34,324.05,9.35,3.22,6.13,96,7,2023
AVGO,2023-09-06,2023-09-07,2023-09-19,7,82.8,82.04,-0.91,-0.28,-0.63,80,7,2023
AVGO,2023-09-06,2023-09-07,2023-10-09,21,82.8,83.14,0.41,-2.63,3.04,80,7,2023
AVGO,2023-09-06,2023-09-07,2023-12-07,63,82.8,89.58,8.2,3.22,4.98,80,7,2023
TSLA,2023-09-06,2023-09-07,2023-09-19,7,251.49,266.5,5.97,-0.28,6.25,78,6,2023
TSLA,2023-09-06,2023-09-07,2023-10-09,21,251.49,259.67,3.25,-2.63,5.88,78,6,2023
TSLA,2023-09-06,2023-09-07,2023-12-07,63,251.49,242.64,-3.52,3.22,-6.73,78,6,2023
PLTR,2023-09-06,2023-09-07,2023-09-19,7,15.21,15.15,-0.39,-0.28,-0.11,99,7,2023
PLTR,2023-09-06,2023-09-07,2023-10-09,21,15.21,17.61,15.78,-2.63,18.41,99,7,2023
PLTR,2023-09-06,2023-09-07,2023-12-07,63,15.21,17.22,13.21,3.22,10.0,99,7,2023
NFLX,2023-09-06,2023-09-07,2023-09-19,7,44.31,39.62,-10.59,-0.28,-10.31,83,8,2023
NFLX,2023-09-06,2023-09-07,2023-10-09,21,44.31,38.6,-12.91,-2.63,-10.28,83,8,2023
NFLX,2023-09-06,2023-09-07,2023-12-07,63,44.31,45.2,2.0,3.22,-1.22,83,8,2023
KLAC,2023-09-06,2023-09-07,2023-09-19,7,48.6,44.71,-8.02,-0.28,-7.74,78,8,2023
KLAC,2023-09-06,2023-09-07,2023-10-09,21,48.6,45.63,-6.12,-2.63,-3.49,78,8,2023
KLAC,2023-09-06,2023-09-07,2023-12-07,63,48.6,53.05,9.16,3.22,5.94,78,8,2023
LRCX,2023-09-06,2023-09-07,2023-09-19,7,65.92,61.08,-7.34,-0.28,-7.06,87,8,2023
LRCX,2023-09-06,2023-09-07,2023-10-09,21,65.92,61.33,-6.96,-2.63,-4.33,87,8,2023
LRCX,2023-09-06,2023-09-07,2023-12-07,63,65.92,69.18,4.95,3.22,1.73,87,8,2023
AMAT,2023-09-06,2023-09-07,2023-09-19,7,144.95,134.66,-7.1,-0.28,-6.82,77,8,2023
AMAT,2023-09-06,2023-09-07,2023-10-09,21,144.95,137.05,-5.45,-2.63,-2.82,77,8,2023
AMAT,2023-09-06,2023-09-07,2023-12-07,63,144.95,145.42,0.32,3.22,-2.89,77,8,2023
ONTO,2023-09-06,2023-09-07,2023-09-19,7,128.4,123.13,-4.1,-0.28,-3.82,99,8,2023
ONTO,2023-09-06,2023-09-07,2023-10-09,21,128.4,133.76,4.17,-2.63,6.8,99,8,2023
ONTO,2023-09-06,2023-09-07,2023-12-07,63,128.4,138.84,8.13,3.22,4.92,99,8,2023
ACLS,2023-09-06,2023-09-07,2023-09-19,7,180.47,166.76,-7.6,-0.28,-7.32,92,8,2023
ACLS,2023-09-06,2023-09-07,2023-10-09,21,180.47,160.01,-11.34,-2.63,-8.71,92,8,2023
ACLS,2023-09-06,2023-09-07,2023-12-07,63,180.47,122.65,-32.04,3.22,-35.25,92,8,2023
CRWD,2023-09-06,2023-09-07,2023-09-19,7,166.64,165.5,-0.68,-0.28,-0.4,70,7,2023
CRWD,2023-09-06,2023-09-07,2023-10-09,21,166.64,181.82,9.11,-2.63,11.74,70,7,2023
CRWD,2023-09-06,2023-09-07,2023-12-07,63,166.64,240.17,44.13,3.22,40.91,70,7,2023
MDB,2023-09-06,2023-09-07,2023-09-19,7,377.54,355.61,-5.81,-0.28,-5.53,89,7,2023
MDB,2023-09-06,2023-09-07,2023-10-09,21,377.54,358.31,-5.09,-2.63,-2.47,89,7,2023
MDB,2023-09-06,2023-09-07,2023-12-07,63,377.54,384.24,1.77,3.22,-1.44,89,7,2023
APP,2023-09-06,2023-09-07,2023-09-19,7,42.48,39.73,-6.47,-0.28,-6.19,99,7,2023
APP,2023-09-06,2023-09-07,2023-10-09,21,42.48,40.85,-3.84,-2.63,-1.21,99,7,2023
APP,2023-09-06,2023-09-07,2023-12-07,63,42.48,36.84,-13.28,3.22,-16.49,99,7,2023
TTD,2023-09-06,2023-09-07,2023-09-19,7,84.31,79.06,-6.23,-0.28,-5.95,83,8,2023
TTD,2023-09-06,2023-09-07,2023-10-09,21,84.31,83.96,-0.42,-2.63,2.21,83,8,2023
TTD,2023-09-06,2023-09-07,2023-12-07,63,84.31,68.78,-18.42,3.22,-21.64,83,8,2023
WDAY,2023-09-06,2023-09-07,2023-09-19,7,250.47,243.1,-2.94,-0.28,-2.66,79,8,2023
WDAY,2023-09-06,2023-09-07,2023-10-09,21,250.47,217.75,-13.06,-2.63,-10.44,79,8,2023
WDAY,2023-09-06,2023-09-07,2023-12-07,63,250.47,272.38,8.75,3.22,5.53,79,8,2023
NOW,2023-09-06,2023-09-07,2023-09-19,7,119.86,114.47,-4.5,-0.28,-4.22,70,8,2023
NOW,2023-09-06,2023-09-07,2023-10-09,21,119.86,112.89,-5.82,-2.63,-3.19,70,8,2023
NOW,2023-09-06,2023-09-07,2023-12-07,63,119.86,137.54,14.74,3.22,11.53,70,8,2023
ADBE,2023-09-06,2023-09-07,2023-09-19,7,560.46,541.69,-3.35,-0.28,-3.07,99,8,2023
ADBE,2023-09-06,2023-09-07,2023-10-09,21,560.46,529.29,-5.56,-2.63,-2.93,99,8,2023
ADBE,2023-09-06,2023-09-07,2023-12-07,63,560.46,608.78,8.62,3.22,5.41,99,8,2023
BKNG,2023-09-06,2023-09-07,2023-09-19,7,121.56,121.92,0.3,-0.28,0.58,70,8,2023
BKNG,2023-09-06,2023-09-07,2023-10-09,21,121.56,117.88,-3.02,-2.63,-0.39,70,8,2023
BKNG,2023-09-06,2023-09-07,2023-12-07,63,121.56,126.84,4.34,3.22,1.13,70,8,2023
SHOP,2023-09-06,2023-09-07,2023-09-19,7,64.78,58.33,-9.96,-0.28,-9.68,82,8,2023
SHOP,2023-09-06,2023-09-07,2023-10-09,21,64.78,53.51,-17.4,-2.63,-14.77,82,8,2023
SHOP,2023-09-06,2023-09-07,2023-12-07,63,64.78,71.86,10.93,3.22,7.71,82,8,2023
UBER,2023-09-06,2023-09-07,2023-09-19,7,46.27,47.59,2.85,-0.28,3.13,78,8,2023
UBER,2023-09-06,2023-09-07,2023-10-09,21,46.27,45.45,-1.77,-2.63,0.86,78,8,2023
UBER,2023-09-06,2023-09-07,2023-12-07,63,46.27,60.98,31.79,3.22,28.58,78,8,2023
ABNB,2023-09-06,2023-09-07,2023-09-19,7,143.27,141.85,-0.99,-0.28,-0.71,99,8,2023
ABNB,2023-09-06,2023-09-07,2023-10-09,21,143.27,127.77,-10.82,-2.63,-8.19,99,8,2023
ABNB,2023-09-06,2023-09-07,2023-12-07,63,143.27,139.84,-2.39,3.22,-5.61,99,8,2023
ELF,2023-09-06,2023-09-07,2023-09-19,7,137.85,112.48,-18.4,-0.28,-18.12,99,8,2023
ELF,2023-09-06,2023-09-07,2023-10-09,21,137.85,100.26,-27.27,-2.63,-24.64,99,8,2023
ELF,2023-09-06,2023-09-07,2023-12-07,63,137.85,126.9,-7.94,3.22,-11.16,99,8,2023
CELH,2023-09-06,2023-09-07,2023-09-19,7,68.42,65.96,-3.59,-0.28,-3.31,99,8,2023
CELH,2023-09-06,2023-09-07,2023-10-09,21,68.42,52.86,-22.74,-2.63,-20.11,99,8,2023
CELH,2023-09-06,2023-09-07,2023-12-07,63,68.42,50.96,-25.52,3.22,-28.73,99,8,2023
LLY,2023-09-06,2023-09-07,2023-09-19,7,562.35,564.04,0.3,-0.28,0.58,99,8,2023
LLY,2023-09-06,2023-09-07,2023-10-09,21,562.35,560.9,-0.26,-2.63,2.37,99,8,2023
LLY,2023-09-06,2023-09-07,2023-12-07,63,562.35,578.17,2.81,3.22,-0.4,99,8,2023
RKLB,2023-09-06,2023-09-07,2023-09-19,7,6.32,4.66,-26.27,-0.28,-25.99,99,6,2023
RKLB,2023-09-06,2023-09-07,2023-10-09,21,6.32,4.62,-26.9,-2.63,-24.27,99,6,2023
RKLB,2023-09-06,2023-09-07,2023-12-07,63,6.32,4.7,-25.63,3.22,-28.85,99,6,2023
VRT,2023-09-06,2023-09-07,2023-09-19,7,39.47,37.93,-3.89,-0.28,-3.61,99,8,2023
VRT,2023-09-06,2023-09-07,2023-10-09,21,39.47,39.99,1.34,-2.63,3.97,99,8,2023
VRT,2023-09-06,2023-09-07,2023-12-07,63,39.47,44.99,13.99,3.22,10.77,99,8,2023
CLS,2023-09-06,2023-09-07,2023-09-19,7,23.27,22.68,-2.54,-0.28,-2.26,99,8,2023
CLS,2023-09-06,2023-09-07,2023-10-09,21,23.27,26.7,14.74,-2.63,17.37,99,8,2023
CLS,2023-09-06,2023-09-07,2023-12-07,63,23.27,26.65,14.53,3.22,11.31,99,8,2023
DKNG,2023-09-06,2023-09-07,2023-09-19,7,31.17,30.09,-3.46,-0.28,-3.18,99,8,2023
DKNG,2023-09-06,2023-09-07,2023-10-09,21,31.17,29.58,-5.1,-2.63,-2.47,99,8,2023
DKNG,2023-09-06,2023-09-07,2023-12-07,63,31.17,35.41,13.6,3.22,10.39,99,8,2023
MSTR,2023-09-06,2023-09-07,2023-09-19,7,35.31,33.93,-3.91,-0.28,-3.63,96,6,2023
MSTR,2023-09-06,2023-09-07,2023-10-09,21,35.31,34.04,-3.57,-2.63,-0.95,96,6,2023
MSTR,2023-09-06,2023-09-07,2023-12-07,63,35.31,57.11,61.75,3.22,58.53,96,6,2023
FRPT,2023-09-06,2023-09-07,2023-09-19,7,74.5,72.46,-2.74,-0.28,-2.46,70,7,2023
FRPT,2023-09-06,2023-09-07,2023-10-09,21,74.5,58.6,-21.34,-2.63,-18.71,70,7,2023
FRPT,2023-09-06,2023-09-07,2023-12-07,63,74.5,75.51,1.36,3.22,-1.86,70,7,2023
NVDA,2023-09-27,2023-09-28,2023-10-10,7,43.01,45.71,6.29,1.65,4.64,98,7,2023
NVDA,2023-09-27,2023-09-28,2023-10-30,21,43.01,41.08,-4.47,-2.78,-1.69,98,7,2023
NVDA,2023-09-27,2023-09-28,2023-12-29,63,43.01,49.43,14.94,11.64,3.3,98,7,2023
GOOGL,2023-09-27,2023-09-28,2023-10-10,7,131.15,136.85,4.35,1.65,2.69,79,7,2023
GOOGL,2023-09-27,2023-09-28,2023-10-30,21,131.15,123.37,-5.93,-2.78,-3.15,79,7,2023
GOOGL,2023-09-27,2023-09-28,2023-12-29,63,131.15,138.46,5.58,11.64,-6.06,79,7,2023
META,2023-09-27,2023-09-28,2023-10-10,7,301.59,319.33,5.88,1.65,4.23,89,7,2023
META,2023-09-27,2023-09-28,2023-10-30,21,301.59,300.3,-0.43,-2.78,2.35,89,7,2023
META,2023-09-27,2023-09-28,2023-12-29,63,301.59,351.2,16.45,11.64,4.81,89,7,2023
PLTR,2023-09-27,2023-09-28,2023-10-10,7,15.77,17.8,12.87,1.65,11.22,99,6,2023
PLTR,2023-09-27,2023-09-28,2023-10-30,21,15.77,14.69,-6.85,-2.78,-4.07,99,6,2023
PLTR,2023-09-27,2023-09-28,2023-12-29,63,15.77,17.17,8.88,11.64,-2.76,99,6,2023
ONTO,2023-09-27,2023-09-28,2023-10-10,7,129.24,139.78,8.16,1.65,6.5,99,8,2023
ONTO,2023-09-27,2023-09-28,2023-10-30,21,129.24,112.02,-13.32,-2.78,-10.54,99,8,2023
ONTO,2023-09-27,2023-09-28,2023-12-29,63,129.24,152.9,18.31,11.64,6.67,99,8,2023
CRWD,2023-09-27,2023-09-28,2023-10-10,7,165.25,183.85,11.26,1.65,9.6,81,7,2023
CRWD,2023-09-27,2023-09-28,2023-10-30,21,165.25,174.61,5.66,-2.78,8.45,81,7,2023
CRWD,2023-09-27,2023-09-28,2023-12-29,63,165.25,255.32,54.51,11.64,42.87,81,7,2023
APP,2023-09-27,2023-09-28,2023-10-10,7,39.74,40.53,1.99,1.65,0.34,99,8,2023
APP,2023-09-27,2023-09-28,2023-10-30,21,39.74,36.73,-7.57,-2.78,-4.79,99,8,2023
APP,2023-09-27,2023-09-28,2023-12-29,63,39.74,39.85,0.28,11.64,-11.36,99,8,2023
ADBE,2023-09-27,2023-09-28,2023-10-10,7,504.67,532.72,5.56,1.65,3.91,78,7,2023
ADBE,2023-09-27,2023-09-28,2023-10-30,21,504.67,526.94,4.41,-2.78,7.19,78,7,2023
ADBE,2023-09-27,2023-09-28,2023-12-29,63,504.67,596.6,18.22,11.64,6.58,78,7,2023
BKNG,2023-09-27,2023-09-28,2023-10-10,7,121.61,119.87,-1.43,1.65,-3.08,81,8,2023
BKNG,2023-09-27,2023-09-28,2023-10-30,21,121.61,109.21,-10.2,-2.78,-7.41,81,8,2023
BKNG,2023-09-27,2023-09-28,2023-12-29,63,121.61,138.94,14.25,11.64,2.61,81,8,2023
UBER,2023-09-27,2023-09-28,2023-10-10,7,46.14,46.63,1.06,1.65,-0.59,88,7,2023
UBER,2023-09-27,2023-09-28,2023-10-30,21,46.14,42.73,-7.39,-2.78,-4.61,88,7,2023
UBER,2023-09-27,2023-09-28,2023-12-29,63,46.14,61.57,33.44,11.64,21.8,88,7,2023
ABNB,2023-09-27,2023-09-28,2023-10-10,7,136.47,131.59,-3.58,1.65,-5.23,89,7,2023
ABNB,2023-09-27,2023-09-28,2023-10-30,21,136.47,116.95,-14.3,-2.78,-11.52,89,7,2023
ABNB,2023-09-27,2023-09-28,2023-12-29,63,136.47,136.14,-0.24,11.64,-11.88,89,7,2023
DUOL,2023-09-27,2023-09-28,2023-10-10,7,159.14,175.59,10.34,1.65,8.69,75,8,2023
DUOL,2023-09-27,2023-09-28,2023-10-30,21,159.14,143.36,-9.92,-2.78,-7.13,75,8,2023
DUOL,2023-09-27,2023-09-28,2023-12-29,63,159.14,226.85,42.55,11.64,30.91,75,8,2023
ELF,2023-09-27,2023-09-28,2023-10-10,7,112.08,101.82,-9.15,1.65,-10.81,76,7,2023
ELF,2023-09-27,2023-09-28,2023-10-30,21,112.08,103.15,-7.97,-2.78,-5.19,76,7,2023
ELF,2023-09-27,2023-09-28,2023-12-29,63,112.08,144.34,28.78,11.64,17.14,76,7,2023
CELH,2023-09-27,2023-09-28,2023-10-10,7,57.69,55.68,-3.5,1.65,-5.15,99,7,2023
CELH,2023-09-27,2023-09-28,2023-10-30,21,57.69,53.68,-6.96,-2.78,-4.17,99,7,2023
CELH,2023-09-27,2023-09-28,2023-12-29,63,57.69,54.52,-5.5,11.64,-17.14,99,7,2023
LLY,2023-09-27,2023-09-28,2023-10-10,7,534.11,568.31,6.4,1.65,4.75,99,8,2023
LLY,2023-09-27,2023-09-28,2023-10-30,21,534.11,554.97,3.9,-2.78,6.69,99,8,2023
LLY,2023-09-27,2023-09-28,2023-12-29,63,534.11,572.91,7.26,11.64,-4.38,99,8,2023
VRT,2023-09-27,2023-09-28,2023-10-10,7,36.87,40.44,9.68,1.65,8.02,99,8,2023
VRT,2023-09-27,2023-09-28,2023-10-30,21,36.87,38.15,3.46,-2.78,6.24,99,8,2023
VRT,2023-09-27,2023-09-28,2023-12-29,63,36.87,47.89,29.88,11.64,18.24,99,8,2023
CLS,2023-09-27,2023-09-28,2023-10-10,7,24.42,26.05,6.67,1.65,5.02,99,8,2023
CLS,2023-09-27,2023-09-28,2023-10-30,21,24.42,22.25,-8.89,-2.78,-6.1,99,8,2023
CLS,2023-09-27,2023-09-28,2023-12-29,63,24.42,29.28,19.9,11.64,8.26,99,8,2023
DKNG,2023-09-27,2023-09-28,2023-10-10,7,28.93,30.27,4.63,1.65,2.98,99,7,2023
DKNG,2023-09-27,2023-09-28,2023-10-30,21,28.93,26.92,-6.95,-2.78,-4.17,99,7,2023
DKNG,2023-09-27,2023-09-28,2023-12-29,63,28.93,35.25,21.85,11.64,10.21,99,7,2023
NVDA,2023-10-18,2023-10-19,2023-10-31,7,42.02,40.7,-3.14,-0.71,-2.43,83,7,2023
NVDA,2023-10-18,2023-10-19,2023-11-20,21,42.02,50.32,19.73,7.85,11.88,83,7,2023
NVDA,2023-10-18,2023-10-19,2024-01-23,63,42.02,59.77,42.23,15.58,26.64,83,7,2023
GOOGL,2023-10-18,2023-10-19,2023-10-31,7,136.54,122.99,-9.92,-0.71,-9.21,96,8,2023
GOOGL,2023-10-18,2023-10-19,2023-11-20,21,136.54,135.05,-1.09,7.85,-8.94,96,8,2023
GOOGL,2023-10-18,2023-10-19,2024-01-23,63,136.54,145.75,6.74,15.58,-8.84,96,8,2023
META,2023-10-18,2023-10-19,2023-10-31,7,310.37,298.92,-3.69,-0.71,-2.98,95,8,2023
META,2023-10-18,2023-10-19,2023-11-20,21,310.37,337.32,8.68,7.85,0.83,95,8,2023
META,2023-10-18,2023-10-19,2024-01-23,63,310.37,382.2,23.14,15.58,7.56,95,8,2023
AVGO,2023-10-18,2023-10-19,2023-10-31,7,84.3,81.73,-3.05,-0.71,-2.34,85,8,2023
AVGO,2023-10-18,2023-10-19,2023-11-20,21,84.3,96.72,14.74,7.85,6.88,85,8,2023
AVGO,2023-10-18,2023-10-19,2024-01-23,63,84.3,119.67,41.96,15.58,26.37,85,8,2023
PLTR,2023-10-18,2023-10-19,2023-10-31,7,17.06,14.8,-13.25,-0.71,-12.54,99,8,2023
PLTR,2023-10-18,2023-10-19,2023-11-20,21,17.06,21.34,25.09,7.85,17.24,99,8,2023
PLTR,2023-10-18,2023-10-19,2024-01-23,63,17.06,17.33,1.58,15.58,-14.0,99,8,2023
MU,2023-10-18,2023-10-19,2023-10-31,7,66.91,66.25,-0.98,-0.71,-0.27,71,8,2023
MU,2023-10-18,2023-10-19,2023-11-20,21,66.91,77.89,16.42,7.85,8.57,71,8,2023
MU,2023-10-18,2023-10-19,2024-01-23,63,66.91,86.84,29.79,15.58,14.21,71,8,2023
KLAC,2023-10-18,2023-10-19,2023-10-31,7,45.46,45.92,1.0,-0.71,1.71,86,8,2023
KLAC,2023-10-18,2023-10-19,2023-11-20,21,45.46,54.67,20.26,7.85,12.41,86,8,2023
KLAC,2023-10-18,2023-10-19,2024-01-23,63,45.46,60.71,33.54,15.58,17.96,86,8,2023
LRCX,2023-10-18,2023-10-19,2023-10-31,7,58.82,57.48,-2.28,-0.71,-1.57,82,7,2023
LRCX,2023-10-18,2023-10-19,2023-11-20,21,58.82,70.27,19.47,7.85,11.62,82,7,2023
LRCX,2023-10-18,2023-10-19,2024-01-23,63,58.82,81.36,38.33,15.58,22.74,82,7,2023
AMAT,2023-10-18,2023-10-19,2023-10-31,7,131.46,129.42,-1.55,-0.71,-0.84,81,7,2023
AMAT,2023-10-18,2023-10-19,2023-11-20,21,131.46,149.19,13.49,7.85,5.64,81,7,2023
AMAT,2023-10-18,2023-10-19,2024-01-23,63,131.46,163.7,24.53,15.58,8.95,81,7,2023
ONTO,2023-10-18,2023-10-19,2023-10-31,7,121.19,112.37,-7.28,-0.71,-6.57,99,8,2023
ONTO,2023-10-18,2023-10-19,2023-11-20,21,121.19,136.21,12.39,7.85,4.54,99,8,2023
ONTO,2023-10-18,2023-10-19,2024-01-23,63,121.19,166.13,37.08,15.58,21.5,99,8,2023
FORM,2023-10-18,2023-10-19,2023-10-31,7,33.91,33.88,-0.09,-0.71,0.62,71,8,2023
FORM,2023-10-18,2023-10-19,2023-11-20,21,33.91,39.59,16.75,7.85,8.9,71,8,2023
FORM,2023-10-18,2023-10-19,2024-01-23,63,33.91,42.95,26.66,15.58,11.08,71,8,2023
CRWD,2023-10-18,2023-10-19,2023-10-31,7,184.52,176.77,-4.2,-0.71,-3.49,99,8,2023
CRWD,2023-10-18,2023-10-19,2023-11-20,21,184.52,207.73,12.58,7.85,4.73,99,8,2023
CRWD,2023-10-18,2023-10-19,2024-01-23,63,184.52,297.27,61.1,15.58,45.52,99,8,2023
MDB,2023-10-18,2023-10-19,2023-10-31,7,358.0,344.59,-3.75,-0.71,-3.04,80,7,2023
MDB,2023-10-18,2023-10-19,2023-11-20,21,358.0,407.61,13.86,7.85,6.01,80,7,2023
MDB,2023-10-18,2023-10-19,2024-01-23,63,358.0,411.06,14.82,15.58,-0.76,80,7,2023
APP,2023-10-18,2023-10-19,2023-10-31,7,38.54,36.44,-5.45,-0.71,-4.74,99,7,2023
APP,2023-10-18,2023-10-19,2023-11-20,21,38.54,39.5,2.49,7.85,-5.36,99,7,2023
APP,2023-10-18,2023-10-19,2024-01-23,63,38.54,44.73,16.06,15.58,0.48,99,7,2023
PANW,2023-10-18,2023-10-19,2023-10-31,7,126.57,121.51,-3.99,-0.71,-3.28,88,8,2023
PANW,2023-10-18,2023-10-19,2023-11-20,21,126.57,130.29,2.94,7.85,-4.91,88,8,2023
PANW,2023-10-18,2023-10-19,2024-01-23,63,126.57,172.09,35.97,15.58,20.39,88,8,2023
ZS,2023-10-18,2023-10-19,2023-10-31,7,169.07,158.69,-6.14,-0.71,-5.43,99,8,2023
ZS,2023-10-18,2023-10-19,2023-11-20,21,169.07,191.96,13.54,7.85,5.69,99,8,2023
ZS,2023-10-18,2023-10-19,2024-01-23,63,169.07,242.59,43.48,15.58,27.9,99,8,2023
ADBE,2023-10-18,2023-10-19,2023-10-31,7,555.74,532.06,-4.26,-0.71,-3.55,98,8,2023
ADBE,2023-10-18,2023-10-19,2023-11-20,21,555.74,612.7,10.25,7.85,2.4,98,8,2023
ADBE,2023-10-18,2023-10-19,2024-01-23,63,555.74,597.18,7.46,15.58,-8.13,98,8,2023
DUOL,2023-10-18,2023-10-19,2023-10-31,7,152.96,146.05,-4.52,-0.71,-3.81,83,8,2023
DUOL,2023-10-18,2023-10-19,2023-11-20,21,152.96,216.41,41.48,7.85,33.63,83,8,2023
DUOL,2023-10-18,2023-10-19,2024-01-23,63,152.96,192.55,25.88,15.58,10.3,83,8,2023
CELH,2023-10-18,2023-10-19,2023-10-31,7,57.31,50.7,-11.54,-0.71,-10.83,99,7,2023
CELH,2023-10-18,2023-10-19,2023-11-20,21,57.31,54.18,-5.46,7.85,-13.31,99,7,2023
CELH,2023-10-18,2023-10-19,2024-01-23,63,57.31,53.04,-7.45,15.58,-23.03,99,7,2023
LLY,2023-10-18,2023-10-19,2023-10-31,7,579.58,543.41,-6.24,-0.71,-5.53,99,8,2023
LLY,2023-10-18,2023-10-19,2023-11-20,21,579.58,587.34,1.34,7.85,-6.51,99,8,2023
LLY,2023-10-18,2023-10-19,2024-01-23,63,579.58,618.87,6.78,15.58,-8.81,99,8,2023
REGN,2023-10-18,2023-10-19,2023-10-31,7,802.02,773.5,-3.56,-0.71,-2.85,70,8,2023
REGN,2023-10-18,2023-10-19,2023-11-20,21,802.02,795.07,-0.87,7.85,-8.72,70,8,2023
REGN,2023-10-18,2023-10-19,2024-01-23,63,802.02,946.76,18.05,15.58,2.46,70,8,2023
AMGN,2023-10-18,2023-10-19,2023-10-31,7,257.98,235.08,-8.87,-0.71,-8.16,92,7,2023
AMGN,2023-10-18,2023-10-19,2023-11-20,21,257.98,245.87,-4.69,7.85,-12.54,92,7,2023
AMGN,2023-10-18,2023-10-19,2024-01-23,63,257.98,287.16,11.31,15.58,-4.27,92,7,2023
VRT,2023-10-18,2023-10-19,2023-10-31,7,37.29,39.14,4.94,-0.71,5.65,99,8,2023
VRT,2023-10-18,2023-10-19,2023-11-20,21,37.29,44.4,19.05,7.85,11.2,99,8,2023
VRT,2023-10-18,2023-10-19,2024-01-23,63,37.29,53.52,43.51,15.58,27.92,99,8,2023
CLS,2023-10-18,2023-10-19,2023-10-31,7,26.05,23.35,-10.36,-0.71,-9.65,99,8,2023
CLS,2023-10-18,2023-10-19,2023-11-20,21,26.05,28.13,7.98,7.85,0.13,99,8,2023
CLS,2023-10-18,2023-10-19,2024-01-23,63,26.05,30.58,17.39,15.58,1.81,99,8,2023
DKNG,2023-10-18,2023-10-19,2023-10-31,7,27.72,27.62,-0.36,-0.71,0.35,70,7,2023
DKNG,2023-10-18,2023-10-19,2023-11-20,21,27.72,38.68,39.54,7.85,31.69,70,7,2023
DKNG,2023-10-18,2023-10-19,2024-01-23,63,27.72,38.29,38.13,15.58,22.55,70,7,2023
NVDA,2023-11-08,2023-11-09,2023-11-21,7,46.86,49.85,6.38,2.87,3.5,99,8,2023
NVDA,2023-11-08,2023-11-09,2023-12-12,21,46.86,47.57,1.51,5.33,-3.82,99,8,2023
NVDA,2023-11-08,2023-11-09,2024-02-13,63,46.86,72.0,53.64,12.59,41.05,99,8,2023
MSFT,2023-11-08,2023-11-09,2023-11-21,7,353.1,365.96,3.64,2.87,0.77,75,8,2023
MSFT,2023-11-08,2023-11-09,2023-12-12,21,353.1,367.24,4.01,5.33,-1.33,75,8,2023
MSFT,2023-11-08,2023-11-09,2024-02-13,63,353.1,398.58,12.88,12.59,0.29,75,8,2023
AMZN,2023-11-08,2023-11-09,2023-11-21,7,140.6,143.9,2.35,2.87,-0.53,72,8,2023
